client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL101044,Individual,Male,United States,North America - West,1988-10-29,Personal use,No,Friend/Family,4.0
CL101045,Corporate,Not Specified,United Kingdom,Europe - West,1978-01-20,Investment,No,Social Media,3.0
CL101046,Corporate,Not Specified,United States,North America - East,1986-07-03,Investment,Yes,Property Portal,4.0
CL101047,Individual,Female,India,South Asia,1973-07-20,Investment,Yes,Website,3.0
CL101048,Individual,Male,Singapore,Southeast Asia,1975-11-11,Personal use,No,Property Portal,5.0
CL101049,Individual,Male,Canada,North America - East,1987-02-10,Personal use,Yes,Property Portal,3.0
CL101050,Individual,Male,United Arab Emirates,Middle East,2004-08-16,Personal use,No,Website,5.0
CL101051,Individual,Male,United States,North America - West,1978-08-21,Investment,No,Website,4.0
CL101052,Individual,Male,Canada,North America - East,1983-12-06,Investment,Yes,Social Media,2.0
CL101053,Individual,Male,United States,North America - East,1981-08-04,Investment,No,Website,4.0
CL101054,Individual,Female,United Kingdom,Europe - West,1964-07-21,Personal use,No,Agent Referral,4.0
CL101055,Individual,Female,India,South Asia,1995-02-19,Investment,No,Agent Referral,4.0
CL101056,Individual,Female,Australia,Oceania,2003-11-18,Personal use,Yes,Website,4.0
CL101057,Individual,Male,United States,North America - West,1997-05-31,Personal use,Yes,Friend/Family,3.0
CL101058,Individual,Male,France,Europe - West,1980-02-05,Personal use,No,Social Media,4.0
CL101059,Individual,Other,India,South Asia,1985-01-20,Personal use,Yes,Friend/Family,3.0
CL101060,Individual,Female,Brazil,Latin America,1999-02-23,Personal use,Yes,Social Media,
CL101061,Corporate,Not Specified,United Arab Emirates,Middle East,1963-02-01,Investment,No,Agent Referral,4.0
CL101062,Individual,Male,Canada,North America - East,1989-07-11,Investment,No,Social Media,3.0
CL101063,Individual,Male,United Arab Emirates,Middle East,1999-02-16,Personal use,No,Property Portal,5.0
CL101064,Individual,Male,United Kingdom,Europe - West,1980-10-03,Personal use,Yes,Agent Referral,2.0
CL101065,Individual,Female,Brazil,Latin America,1990-01-09,Personal use,No,Friend/Family,4.0
CL101066,Individual,Male,United Kingdom,Europe - West,1991-12-17,Investment,No,Property Portal,5.0
CL101067,Corporate,Not Specified,India,South Asia,1972-12-21,Personal use,Yes,Social Media,3.0
CL101068,Individual,Female,United States,North America - East,1983-09-24,Personal use,No,Agent Referral,4.0
CL101069,Corporate,Not Specified,Germany,Europe - West,1987-11-05,Investment,No,Website,4.0
CL101070,Individual,Male,Singapore,Southeast Asia,1983-04-29,Personal use,Yes,Social Media,4.0
CL101071,Individual,Female,United Arab Emirates,Middle East,1984-09-04,Investment,Yes,Friend/Family,3.0
CL101072,Individual,Female,Germany,Europe - West,1986-03-22,Investment,No,Friend/Family,3.0
CL101073,Individual,Male,Australia,Oceania,1997-03-06,Personal use,Yes,Friend/Family,4.0
CL101074,Individual,Female,Singapore,Southeast Asia,1994-05-08,Investment,No,Website,2.0
CL101075,Individual,Female,United Kingdom,Europe - West,1990-01-02,Personal use,Yes,Property Portal,4.0
CL101076,Individual,Female,France,Europe - West,1963-03-25,Personal use,Yes,Social Media,3.0
CL101077,Individual,Male,France,Europe - West,2000-07-12,Investment,No,Event,4.0
CL101078,Individual,Female,United Arab Emirates,Middle East,1990-02-18,Investment,No,Friend/Family,3.0
CL101079,Individual,Male,United Kingdom,Europe - West,1984-06-29,Personal use,Yes,Agent Referral,5.0
CL101080,Individual,Male,Canada,North America - East,1989-08-20,Personal use,No,Friend/Family,4.0
CL101081,Individual,Male,Australia,Oceania,1974-07-01,Personal use,Yes,Social Media,3.0
CL101082,Individual,Male,Australia,Oceania,1988-11-06,Investment,No,Agent Referral,4.0
CL101083,Individual,Male,Singapore,Southeast Asia,1988-03-08,Personal use,No,Social Media,4.0
CL101084,Individual,Male,Brazil,Latin America,1977-06-12,Investment,Yes,Agent Referral,5.0
CL101085,Individual,Female,India,South Asia,1966-05-28,Investment,No,Website,3.0
CL101086,Individual,Male,India,South Asia,1969-11-28,Personal use,No,Friend/Family,5.0
CL101087,Individual,Other,India,South Asia,1987-02-02,Investment,No,Agent Referral,5.0
CL101088,Individual,Male,France,Europe - West,1985-12-25,Personal use,Yes,Friend/Family,5.0
CL101089,Individual,Female,Germany,Europe - West,1985-02-23,Investment,No,Social Media,4.0
CL101090,Individual,Female,Canada,North America - East,1983-10-07,Investment,No,Property Portal,4.0
CL101091,Individual,Female,United Arab Emirates,Middle East,1995-02-04,Personal use,Yes,Friend/Family,4.0
CL101092,Corporate,Not Specified,United Kingdom,Europe - West,1975-05-13,Investment,No,Friend/Family,4.0
CL101093,Corporate,Not Specified,Canada,North America - East,1965-07-08,Investment,No,Agent Referral,5.0
CL101094,Individual,Male,United Arab Emirates,Middle East,1986-09-17,Investment,Yes,Event,5.0
CL101095,Individual,Male,Germany,Europe - West,1998-12-24,Investment,No,Agent Referral,4.0
CL101096,Individual,Male,United States,North America - West,1984-10-28,Personal use,No,Property Portal,4.0
CL101097,Corporate,Not Specified,Singapore,Southeast Asia,1969-02-07,Investment,No,Social Media,3.0
CL101098,Individual,Male,Singapore,Southeast Asia,1992-04-07,Personal use,Yes,Agent Referral,4.0
CL101099,Individual,Male,United States,North America - East,1992-08-15,Personal use,Yes,Social Media,3.0
CL101100,Individual,Female,United States,North America - East,1982-02-11,Personal use,Yes,Social Media,3.0
CL101101,Individual,Female,United Kingdom,Europe - West,1965-07-27,Personal use,No,Agent Referral,3.0
CL101102,Individual,Female,India,South Asia,1979-02-20,Personal use,Yes,Agent Referral,4.0
CL101103,Corporate,Not Specified,Singapore,Southeast Asia,1976-06-18,Investment,No,Website,3.0
CL101104,Corporate,Not Specified,United States,North America - East,1968-11-25,Investment,No,Event,3.0
CL101105,Individual,Male,India,South Asia,1972-10-30,Personal use,Yes,Friend/Family,3.0
CL101106,Individual,Female,United States,North America - West,1965-07-15,Investment,No,Website,3.0
CL101107,Individual,Female,United Kingdom,Europe - West,1994-06-04,Personal use,No,Friend/Family,4.0
CL101108,Individual,Male,Brazil,Latin America,1993-10-30,Personal use,No,Social Media,4.0
CL101109,Individual,Male,United States,North America - East,1978-09-28,Investment,Yes,Friend/Family,3.0
CL101110,Individual,Male,United States,North America - East,1986-03-29,Investment,No,Social Media,4.0
CL101111,Corporate,Not Specified,Germany,Europe - West,1977-08-15,Investment,No,Website,4.0
CL101112,Corporate,Not Specified,United Arab Emirates,Middle East,1963-05-04,Investment,No,Agent Referral,5.0
CL101113,Individual,Male,Australia,Oceania,1992-09-20,Personal use,Yes,Friend/Family,2.0
CL101114,Individual,Female,Brazil,Latin America,1968-08-17,Investment,No,Friend/Family,3.0
CL101115,Individual,Female,United States,North America - West,1998-05-06,Personal use,Yes,Friend/Family,4.0
CL101116,Individual,Female,United States,North America - East,1978-09-14,Personal use,No,Website,4.0
CL101117,Individual,Female,India,South Asia,1979-12-19,Investment,No,Property Portal,5.0
CL101118,Individual,Female,Canada,North America - East,2003-03-03,Investment,No,Agent Referral,3.0
CL101119,Individual,Male,Australia,Oceania,1995-04-20,Personal use,No,Friend/Family,4.0
CL101120,Corporate,Not Specified,United Arab Emirates,Middle East,1985-04-14,Investment,No,Agent Referral,4.0
CL101121,Individual,Male,United States,North America - East,1978-12-03,Investment,Yes,Friend/Family,4.0
CL101122,Individual,Female,Singapore,Southeast Asia,1989-11-28,Investment,No,Event,4.0
CL101123,Individual,Male,United States,North America - West,1986-09-16,Personal use,Yes,Agent Referral,4.0
CL101124,Corporate,Not Specified,Germany,Europe - West,1984-01-27,Investment,No,Property Portal,4.0
CL101125,Individual,Female,United Arab Emirates,Middle East,1960-04-21,Investment,No,Social Media,5.0
CL101126,Individual,Male,France,Europe - West,1984-12-22,Personal use,Yes,Agent Referral,5.0
CL101127,Individual,Male,India,South Asia,1979-12-22,Personal use,Yes,Agent Referral,3.0
CL101128,Individual,Male,United Arab Emirates,Middle East,1991-01-17,Personal use,No,Friend/Family,4.0
CL101129,Corporate,Not Specified,Brazil,Latin America,1978-02-01,Investment,No,,5.0
CL101130,Individual,Female,Brazil,Latin America,1964-07-23,Personal use,Yes,Website,4.0
CL101131,Corporate,Not Specified,France,Europe - West,1974-11-29,Investment,No,Property Portal,4.0
CL101132,Individual,Female,United States,North America - West,1982-01-22,Personal use,Yes,Social Media,4.0
CL101133,Individual,Male,India,South Asia,1999-06-23,Investment,No,Friend/Family,3.0
CL101134,Individual,Male,Brazil,Latin America,1990-07-10,Personal use,Yes,Social Media,4.0
CL101135,Individual,Male,United Kingdom,Europe - West,1993-04-02,Personal use,Yes,Social Media,2.0
CL101136,Individual,Female,Germany,Europe - West,1996-05-28,Personal use,Yes,Friend/Family,4.0
CL101137,Individual,Male,Germany,Europe - West,1985-01-29,Personal use,Yes,Website,3.0
CL101138,Individual,Male,United States,North America - West,2004-05-03,Investment,Yes,Agent Referral,4.0
CL101139,Corporate,Not Specified,India,South Asia,1985-08-03,Investment,Yes,Social Media,4.0
CL101140,Corporate,Not Specified,United Kingdom,Europe - West,1966-05-17,Investment,No,Event,4.0
CL101141,Individual,Male,India,South Asia,1999-12-07,Investment,No,Agent Referral,4.0
CL101142,Individual,Female,Singapore,Southeast Asia,1968-12-08,Investment,Yes,Event,3.0
CL101143,Corporate,Not Specified,Singapore,Southeast Asia,1993-06-10,Investment,Yes,Friend/Family,5.0
CL101144,Individual,Female,Germany,Europe - West,1987-12-17,Investment,No,Social Media,4.0
CL101145,Corporate,Not Specified,United Kingdom,Europe - West,1974-09-02,Investment,Yes,Agent Referral,4.0
CL101146,Individual,Female,India,South Asia,1985-10-09,Investment,No,Website,3.0
CL101147,Individual,Male,Singapore,Southeast Asia,1971-01-01,Personal use,Yes,Social Media,4.0
CL101148,Individual,Male,France,Europe - West,1958-09-26,Personal use,Yes,Website,4.0
CL101149,Individual,Male,Australia,Oceania,1977-01-21,Investment,No,Agent Referral,4.0
CL101150,Individual,Male,United States,North America - West,1974-04-09,Personal use,Yes,Agent Referral,4.0
CL101151,Individual,Female,Singapore,Southeast Asia,1966-11-20,Personal use,No,Event,4.0
CL101152,Corporate,Not Specified,United States,North America - East,1980-07-09,Investment,No,Agent Referral,5.0
CL101153,Corporate,Not Specified,United States,North America - East,1985-11-12,Investment,No,Social Media,4.0
CL101154,Individual,Male,France,Europe - West,1976-11-22,Personal use,No,Agent Referral,3.0
CL101155,Individual,Female,United States,North America - East,1984-06-24,Personal use,No,Website,4.0
CL101156,Individual,Female,United States,North America - West,1982-04-30,Investment,No,Agent Referral,5.0
CL101157,Individual,Male,United States,North America - West,2004-02-07,Personal use,No,Property Portal,5.0
CL101158,Individual,Male,Germany,Europe - West,1982-07-09,Investment,Yes,Social Media,3.0
CL101159,Corporate,Not Specified,India,South Asia,1992-10-02,Investment,No,Agent Referral,4.0
CL101160,Individual,Male,United States,North America - East,2003-07-22,Investment,No,Property Portal,4.0
CL101161,Individual,Male,United Arab Emirates,Middle East,1983-07-08,Investment,Yes,Website,4.0
CL101162,Individual,Female,Singapore,Southeast Asia,1998-04-01,Investment,Yes,Property Portal,4.0
CL101163,Individual,Male,United States,North America - West,1986-04-14,Personal use,Yes,Website,3.0
CL101164,Individual,Male,United States,North America - East,1984-09-15,Personal use,Yes,Property Portal,3.0
CL101165,Individual,Female,Singapore,Southeast Asia,1982-11-06,Investment,Yes,Event,4.0
CL101166,Individual,Female,Singapore,Southeast Asia,1995-07-06,Personal use,Yes,Property Portal,3.0
CL101167,Individual,Female,France,Europe - West,1976-08-29,Personal use,Yes,Website,3.0
CL101168,Individual,Female,Singapore,Southeast Asia,1986-03-28,Investment,No,Social Media,3.0
CL101169,Individual,Female,United States,North America - East,1980-10-31,Personal use,Yes,Property Portal,4.0
CL101170,Individual,Female,United Kingdom,Europe - West,1999-09-30,Personal use,Yes,Social Media,4.0
CL101171,Individual,Female,India,South Asia,1987-04-08,Personal use,Yes,Agent Referral,5.0
CL101172,Individual,Female,Canada,North America - East,1972-11-08,Personal use,Yes,Social Media,3.0
CL101173,Corporate,Not Specified,India,South Asia,1961-11-18,Personal use,Yes,Website,3.0
CL101174,Individual,Female,France,Europe - West,1994-07-31,Personal use,No,Social Media,4.0
CL101175,Individual,Female,India,South Asia,1992-02-18,Investment,Yes,Website,3.0
CL101176,Individual,Male,Germany,Europe - West,1995-11-30,Investment,Yes,Friend/Family,4.0
CL101177,Individual,Female,United Kingdom,Europe - West,1993-01-29,Personal use,Yes,Agent Referral,3.0
CL101178,Individual,Female,United States,North America - West,2001-02-02,Personal use,No,Website,4.0
CL101179,Individual,Male,United States,North America - West,1986-12-25,Investment,No,Website,3.0
CL101180,Individual,Male,India,South Asia,1979-04-23,Investment,Yes,Property Portal,3.0
CL101181,Individual,Male,United States,North America - West,1994-09-07,Personal use,Yes,Social Media,5.0
CL101182,Individual,Male,United States,North America - West,1986-02-12,Personal use,Yes,Friend/Family,2.0
CL101183,Individual,Male,United States,North America - West,1988-02-16,Investment,No,Property Portal,4.0
CL101184,Corporate,Not Specified,United States,North America - West,1967-12-02,Investment,No,Social Media,4.0
CL101185,Individual,Male,Singapore,Southeast Asia,1991-10-30,Investment,No,Agent Referral,4.0
CL101186,Individual,Male,United Kingdom,Europe - West,1992-05-31,Investment,No,Social Media,4.0
CL101187,Individual,Female,Brazil,Latin America,1994-10-18,Personal use,Yes,Agent Referral,5.0
CL101188,Individual,Female,United States,North America - East,1998-09-27,Investment,No,Social Media,5.0
CL101189,Individual,Male,United Arab Emirates,Middle East,1979-10-17,Personal use,No,Agent Referral,5.0
CL101190,Individual,Male,Germany,Europe - West,1987-08-14,Investment,No,Property Portal,5.0
CL101191,Individual,Male,United Kingdom,Europe - West,1985-02-10,Investment,Yes,,3.0
CL101192,Individual,Male,Singapore,Southeast Asia,1971-01-31,Personal use,Yes,Agent Referral,3.0
CL101193,Individual,Male,Brazil,Latin America,1971-02-18,Personal use,Yes,Friend/Family,4.0
CL101194,Individual,Male,Singapore,Southeast Asia,2003-10-03,Investment,No,Website,5.0
CL101195,Individual,Male,United States,North America - East,1978-03-18,Investment,No,Agent Referral,3.0
CL101196,Individual,Female,Canada,North America - East,1983-08-18,Personal use,Yes,Property Portal,3.0
CL101197,Individual,Male,United Arab Emirates,Middle East,1991-02-23,Investment,Yes,Friend/Family,3.0
CL101198,Corporate,Not Specified,United Kingdom,Europe - West,1970-06-23,Personal use,Yes,Friend/Family,4.0
CL101199,Individual,Male,India,South Asia,2004-02-18,Personal use,No,Social Media,4.0
CL101200,Individual,Male,United Arab Emirates,Middle East,1969-05-22,Personal use,Yes,Agent Referral,3.0
CL101201,Individual,Female,United Arab Emirates,Middle East,1980-09-19,Personal use,Yes,Website,4.0
CL101202,Individual,Male,Singapore,Southeast Asia,1995-02-11,Personal use,Yes,Social Media,3.0
CL101203,Corporate,Not Specified,India,South Asia,1964-09-06,Investment,No,Social Media,4.0
CL101204,Individual,Other,United States,North America - West,2004-06-01,Personal use,Yes,Website,3.0
CL101205,Individual,Female,United States,North America - East,1989-02-18,Personal use,No,Website,4.0
CL101206,Individual,Male,United Arab Emirates,Middle East,1990-11-15,Personal use,Yes,Website,3.0
CL101207,Corporate,Not Specified,France,Europe - West,1968-06-15,Investment,Yes,Agent Referral,4.0
